character typed,2019-06-05T06:42:32,e,0,N,1
character typed,2019-06-05T06:42:32,v,0,N,1
character typed,2019-06-05T06:42:32,i,0,N,1
character typed,2019-06-05T06:42:32,n,0,N,1
word typed,2019-06-05T06:42:32,Levin,667,N,1
character typed,2019-06-05T06:42:32,q,0,N,1
character typed,2019-06-05T06:42:32,u,0,N,1
character typed,2019-06-05T06:42:33,a,0,N,1
character typed,2019-06-05T06:42:33,l,0,N,1
character typed,2019-06-05T06:42:33,m,0,N,1
character typed,2019-06-05T06:42:33,t,0,N,1
word typed,2019-06-05T06:42:34,qualmt,1274,N,1
character typed,2019-06-05T06:42:34,f,0,N,1
character typed,2019-06-05T06:42:34,e,0,N,1
character typed,2019-06-05T06:42:34,i,0,N,1
character typed,2019-06-05T06:42:34,g,0,N,1
character typed,2019-06-05T06:42:34,e,0,N,1
word typed,2019-06-05T06:42:34,feige,536,N,1
character typed,2019-06-05T06:42:34,i,0,N,1
character typed,2019-06-05T06:42:35,m,0,N,1
word typed,2019-06-05T06:42:35,im,281,N,1
character typed,2019-06-05T06:42:35,S,0,N,1
character typed,2019-06-05T06:42:35,c,0,N,1
character typed,2019-06-05T06:42:35,h,0,N,1
character typed,2019-06-05T06:42:35,w,0,N,1
character typed,2019-06-05T06:42:35,i,0,N,1
character typed,2019-06-05T06:42:35,m,0,N,1
character typed,2019-06-05T06:42:36,m,0,N,1
character typed,2019-06-05T06:42:36,b,0,N,1
character typed,2019-06-05T06:42:36,a,0,N,1
character typed,2019-06-05T06:42:36,d,0,N,1
word typed,2019-06-05T06:42:36,Schwimmbad,1298,N,1
sentence typed,2019-06-05T06:42:36,Der schlagfertige Levin qualmt feige im Schwimmbad,7748,N,1
character typed,2019-06-05T06:42:37,D,0,N,1
character typed,2019-06-05T06:42:37,e,0,N,1
character typed,2019-06-05T06:42:37,r,0,N,1
word typed,2019-06-05T06:42:37,Der,295,N,1
character typed,2019-06-05T06:42:37,a,0,N,1
character typed,2019-06-05T06:42:38,f,0,N,1
character typed,2019-06-05T06:42:38,f,0,N,1
character typed,2019-06-05T06:42:38,i,0,N,1
character typed,2019-06-05T06:42:38,g,0,N,1
character typed,2019-06-05T06:42:38,e,0,N,1
word typed,2019-06-05T06:42:38,affige,818,N,1
character typed,2019-06-05T06:42:38,O,0,N,1
character typed,2019-06-05T06:42:39,l,0,N,1
character typed,2019-06-05T06:42:39,e,0,N,1
character typed,2019-06-05T06:42:39,g,0,N,1
word typed,2019-06-05T06:42:39,Oleg,618,N,1
character typed,2019-06-05T06:42:39,h,0,N,1
character typed,2019-06-05T06:42:39,a,0,N,1
character typed,2019-06-05T06:42:39,t,0,N,1
word typed,2019-06-05T06:42:40,hat,293,N,1
character typed,2019-06-05T06:42:40,e,0,N,1
character typed,2019-06-05T06:42:40,i,0,N,1
character typed,2019-06-05T06:42:40,n,0,N,1
character typed,2019-06-05T06:42:40,e,0,N,1
word typed,2019-06-05T06:42:40,eine,292,N,1
character typed,2019-06-05T06:42:41,o,0,N,1
character typed,2019-06-05T06:42:41,r,0,N,1
character typed,2019-06-05T06:42:41,l,0,N,1
character typed,2019-06-05T06:42:41,a,0,N,1
character typed,2019-06-05T06:42:41,e,0,N,1
word typed,2019-06-05T06:42:41,orlae,748,N,1
character typed,2019-06-05T06:42:42,L,0,N,1
character typed,2019-06-05T06:42:42,i,0,N,1
character typed,2019-06-05T06:42:42,p,0,N,1
character typed,2019-06-05T06:42:42,p,0,N,1
character typed,2019-06-05T06:42:42,e,0,N,1
word typed,2019-06-05T06:42:43,Lippe,704,N,1
sentence typed,2019-06-05T06:42:43,Der affige Oleg hat eine orlae Lippe,5706,N,1
character typed,2019-06-05T06:44:28,V,0,C,1
character typed,2019-06-05T06:44:28,e,0,C,1
character typed,2019-06-05T06:44:28,r,0,C,1
character typed,2019-06-05T06:44:28,l,0,C,1
